customer_id,customer_name,joined_at,favorite_item,transaction_id,occurred_at,amount,gross_amount,refunded_amount,status,currency
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-C543819,2011-02-13T16:04:00+00:00,0,64.85,64.85,refunded,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-548652,2011-04-01T13:34:00+00:00,135.00,135.00,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-550513,2011-04-18T16:37:00+00:00,379.56,379.56,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-552270,2011-05-08T11:56:00+00:00,105.55,105.55,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-555353,2011-06-02T13:22:00+00:00,156.20,156.20,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-556791,2011-06-14T13:51:00+00:00,176.60,176.60,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-558339,2011-06-28T13:55:00+00:00,174.05,174.05,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-560026,2011-07-14T13:11:00+00:00,119.05,119.05,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-562468,2011-08-05T11:52:00+00:00,125.00,125.00,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-563033,2011-08-11T14:48:00+00:00,140.84,140.84,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-C563072,2011-08-11T15:45:00+00:00,0,1.25,1.25,refunded,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-563711,2011-08-18T15:41:00+00:00,109.90,109.90,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-564848,2011-08-30T15:37:00+00:00,252.50,252.50,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-565758,2011-09-06T13:29:00+00:00,199.30,199.30,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-566747,2011-09-14T15:33:00+00:00,221.17,221.17,0,completed,GBP
16928,UCI Customer 16928,2010-12-01T15:21:00+00:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,uci-16928-567514,2011-09-20T15:10:00+00:00,222.88,222.88,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-540947,2011-01-12T12:43:00+00:00,747.06,747.06,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-541505,2011-01-18T15:58:00+00:00,15,15,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-C541824,2011-01-21T16:58:00+00:00,0,12.75,12.75,refunded,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-542872,2011-02-01T12:42:00+00:00,354.24,354.24,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-545026,2011-02-25T14:51:00+00:00,247.80,247.80,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-546164,2011-03-10T10:04:00+00:00,547.35,547.35,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-547878,2011-03-27T16:01:00+00:00,131.30,131.30,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-549246,2011-04-07T12:02:00+00:00,1072.20,1072.20,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-551148,2011-04-26T14:12:00+00:00,1265.40,1265.40,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-554930,2011-05-27T13:17:00+00:00,252.00,252.00,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-556492,2011-06-12T14:48:00+00:00,587.52,587.52,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-561641,2011-07-28T15:03:00+00:00,212.18,212.18,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-561643,2011-07-28T15:04:00+00:00,178.80,178.80,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-563235,2011-08-15T09:18:00+00:00,47.40,47.40,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-564339,2011-08-24T14:46:00+00:00,202.00,202.00,0,completed,GBP
15939,UCI Customer 15939,2011-01-12T12:43:00+00:00,SET/6 PINK  BUTTERFLY T-LIGHTS,uci-15939-566241,2011-09-11T11:30:00+00:00,254.76,254.76,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-536738,2010-12-02T13:06:00+00:00,98.18,98.18,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-536740,2010-12-02T13:08:00+00:00,92.75,92.75,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-542384,2011-01-27T14:31:00+00:00,177.35,177.35,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-C542642,2011-01-31T11:27:00+00:00,0,33.60,33.60,refunded,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-543446,2011-02-08T12:01:00+00:00,146.20,146.20,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-543520,2011-02-09T11:43:00+00:00,29.70,29.70,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-C543838,2011-02-14T10:59:00+00:00,0,37.06,37.06,refunded,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-545601,2011-03-04T11:49:00+00:00,152.00,152.00,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-545603,2011-03-04T11:49:00+00:00,38.10,38.10,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-C545885,2011-03-07T15:52:00+00:00,0,7.90,7.90,refunded,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-550330,2011-04-17T13:27:00+00:00,63.36,63.36,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-552299,2011-05-08T14:44:00+00:00,114.05,114.05,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-C552841,2011-05-11T14:28:00+00:00,0,80.75,80.75,refunded,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-556205,2011-06-09T13:37:00+00:00,203.98,203.98,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-C556668,2011-06-13T16:26:00+00:00,0,12.60,12.60,refunded,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-560906,2011-07-21T17:55:00+00:00,173.80,173.80,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-560908,2011-07-21T17:56:00+00:00,86.24,86.24,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-C561608,2011-07-28T12:19:00+00:00,0,22.70,22.70,refunded,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-563574,2011-08-17T15:05:00+00:00,222.45,222.45,0,completed,GBP
15827,UCI Customer 15827,2010-12-02T13:06:00+00:00,SET OF 3 CAKE TINS PANTRY DESIGN,uci-15827-568556,2011-09-27T15:35:00+00:00,237.93,237.93,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-537826,2010-12-08T14:38:00+00:00,272.34,272.34,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-539472,2010-12-19T14:23:00+00:00,31.62,31.62,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-539474,2010-12-19T14:27:00+00:00,12.80,12.80,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-539660,2010-12-21T09:48:00+00:00,9.20,9.20,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-546122,2011-03-09T14:32:00+00:00,91.54,91.54,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-550197,2011-04-15T10:14:00+00:00,39.60,39.60,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-551137,2011-04-26T13:05:00+00:00,172.75,172.75,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-551338,2011-04-27T17:03:00+00:00,5.11,5.11,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-557488,2011-06-20T14:48:00+00:00,18.88,18.88,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-559143,2011-07-06T14:04:00+00:00,67.79,67.79,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-561916,2011-08-01T11:44:00+00:00,250,250,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-C562786,2011-08-09T13:43:00+00:00,0,250,250,refunded,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-562787,2011-08-09T13:44:00+00:00,208.34,208.34,0,completed,GBP
15581,UCI Customer 15581,2010-12-08T14:38:00+00:00,Manual,uci-15581-562946,2011-08-11T09:38:00+00:00,2500,2500,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-542430,2011-01-28T10:10:00+00:00,313.70,313.70,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-547893,2011-03-28T10:25:00+00:00,191.25,191.25,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-547894,2011-03-28T10:26:00+00:00,277.80,277.80,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-C552012,2011-05-05T17:29:00+00:00,0,22.50,22.50,refunded,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-553711,2011-05-18T15:39:00+00:00,538.18,538.18,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-553712,2011-05-18T15:41:00+00:00,540.36,540.36,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-C555729,2011-06-06T16:50:00+00:00,0,129.29,129.29,refunded,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-556540,2011-06-13T12:51:00+00:00,146.20,146.20,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-556541,2011-06-13T12:52:00+00:00,271.60,271.60,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-C558256,2011-06-27T17:08:00+00:00,0,19.50,19.50,refunded,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-562543,2011-08-05T15:45:00+00:00,463.90,463.90,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-562606,2011-08-08T11:28:00+00:00,19.92,19.92,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-566705,2011-09-14T11:53:00+00:00,471.84,471.84,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-566707,2011-09-14T11:54:00+00:00,79.80,79.80,0,completed,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-C567330,2011-09-19T14:46:00+00:00,0,29.25,29.25,refunded,GBP
13552,UCI Customer 13552,2011-01-28T10:10:00+00:00,JUMBO BAG ALPHABET,uci-13552-569532,2011-10-04T15:19:00+00:00,425.52,425.52,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-536594,2010-12-01T17:22:00+00:00,79.50,79.50,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-537206,2010-12-05T15:02:00+00:00,85.55,85.55,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-539933,2010-12-23T11:24:00+00:00,529.59,529.59,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-540115,2011-01-05T09:51:00+00:00,112.65,112.65,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-541800,2011-01-21T14:38:00+00:00,169.75,169.75,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-541801,2011-01-21T14:39:00+00:00,91.80,91.80,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-543132,2011-02-03T15:27:00+00:00,172.30,172.30,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-543133,2011-02-03T15:27:00+00:00,71.90,71.90,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-545076,2011-02-28T09:43:00+00:00,147.90,147.90,0,completed,GBP
15235,UCI Customer 15235,2010-12-01T17:22:00+00:00,COFFEE MUG APPLES DESIGN,uci-15235-549189,2011-04-07T10:11:00+00:00,229.30,229.30,0,completed,GBP
